GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Local Authority,Gross Current Expenditure,8122615,2023,215,E06000010,"Kingston upon Hull, City of",E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,307,E08000004,Oldham,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,217,E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,321,E06000006,Halton,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,216,E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,50
Local Authority,Gross Current Expenditure,8122615,2023,309,E08000006,Salford,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,218,E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,36
Local Authority,Gross Current Expenditure,8122615,2023,404,E10000031,Warwickshire,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,79
Local Authority,Gross Current Expenditure,8122615,2023,305,E08000002,Bury,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,311,E08000008,Tameside,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,316,E08000012,Liverpool,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,104
Local Authority,Gross Current Expenditure,8122615,2023,408,E08000027,Dudley,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,7
Local Authority,Gross Current Expenditure,8122615,2023,317,E08000014,Sefton,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,1
Local Authority,Gross Current Expenditure,8122615,2023,312,E08000009,Trafford,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,95
Local Authority,Gross Current Expenditure,8122615,2023,411,E08000030,Walsall,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,409,E08000028,Sandwell,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,98
Local Authority,Gross Current Expenditure,8122615,2023,318,E08000013,St. Helens,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,29
Local Authority,Gross Current Expenditure,8122615,2023,313,E08000010,Wigan,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,507,E06000015,Derby,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,413,E10000028,Staffordshire,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,319,E08000015,Wirral,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,32
Local Authority,Gross Current Expenditure,8122615,2023,315,E08000011,Knowsley,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,607,E10000020,Norfolk,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,91
Local Authority,Gross Current Expenditure,8122615,2023,503,E10000019,Lincolnshire,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,1
Local Authority,Gross Current Expenditure,8122615,2023,322,E06000007,Warrington,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,5
Local Authority,Gross Current Expenditure,8122615,2023,327,E06000050,Cheshire West and Chester,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,14
Local Authority,Gross Current Expenditure,8122615,2023,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,216
Local Authority,Gross Current Expenditure,8122615,2023,625,E06000055,Bedford,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,29
Local Authority,Gross Current Expenditure,8122615,2023,323,E10000017,Lancashire,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,402
Local Authority,Gross Current Expenditure,8122615,2023,406,E08000025,Birmingham,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,250
Local Authority,Gross Current Expenditure,8122615,2023,617,E06000039,Slough,E12000008,South East,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,626,E06000056,Central Bedfordshire,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,6
Local Authority,Gross Current Expenditure,8122615,2023,324,E06000008,Blackburn with Darwen,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,450
Local Authority,Gross Current Expenditure,8122615,2023,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,722,E09000009,Ealing,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,23
Local Authority,Gross Current Expenditure,8122615,2023,325,E06000009,Blackpool,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,415,E06000019,"Herefordshire, County of",E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,25
Local Authority,Gross Current Expenditure,8122615,2023,622,E06000034,Thurrock,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,723,E09000010,Enfield,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,30
Local Authority,Gross Current Expenditure,8122615,2023,326,E06000049,Cheshire East,E12000002,North West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,6
Local Authority,Gross Current Expenditure,8122615,2023,506,E10000007,Derbyshire,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,45
Local Authority,Gross Current Expenditure,8122615,2023,623,E10000003,Cambridgeshire,E12000006,East of England,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,190
Local Authority,Gross Current Expenditure,8122615,2023,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,410,E08000029,Solihull,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,86
Local Authority,Gross Current Expenditure,8122615,2023,508,E10000018,Leicestershire,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,704,E09000012,Hackney,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,[x]
Local Authority,Gross Current Expenditure,8122615,2023,807,E10000032,West Sussex,E12000008,South East,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,53
Local Authority,Gross Current Expenditure,8122615,2023,509,E06000016,Leicester,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,26
Local Authority,Gross Current Expenditure,8122615,2023,709,E09000023,Lewisham,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,819,E06000030,Swindon,E12000009,South West,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,414,E06000021,Stoke-on-Trent,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,510,E06000017,Rutland,E12000004,East Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,712,E09000032,Wandsworth,E12000007,London,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8122615,2023,820,E10000016,Kent,E12000008,South East,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,31
Local Authority,Gross Current Expenditure,8122615,2023,416,E10000034,Worcestershire,E12000005,West Midlands,Expenditure,Long Term Care,9,,65 and Over,Assistive Equipment and TechnologyInformation and Early Intervention,Community: Supported Living,,,,,,,,0
